Policy Number,Age,Years of Driving Experience,Number of Vehicles,Gender,Married,Vehicle Age,Fuel Type,Losses
154901,64,45,2,M,Married,8,P,198.961681
108396,45,26,2,M,Single,3,D,678.1316539
189283,49,31,2,M,Married,10,P,339.3651969
132480,61,41,2,F,Married,9,P,197.565334
198213,30,12,2,M,Married,0,D,720.3111168
122834,42,25,2,F,Single,8,P,381.2696849
189925,16,0,2,F,Married,12,P,249.4421413
189219,46,27,2,F,Single,4,D,596.4954903
150881,35,17,2,F,Single,14,P,243.9893016
105593,65,47,2,F,Married,15,P,123.027051
149667,18,1,2,F,Single,14,P,369.0694765
114595,21,3,2,M,Married,8,D,714.1525743
146307,38,21,2,F,Single,10,P,426.5349909
158450,46,25,2,M,Married,13,P,336.5725933
155552,56,37,2,M,Single,11,P,395.1916986
186816,62,42,2,M,Married,13,P,142.1607176
161762,27,9,2,M,Married,2,P,472.0646401
147554,20,1,2,M,Single,14,P,413.9629325
104175,61,44,2,F,Married,11,P,241.8722224
177466,52,34,2,F,Single,13,P,354.8917762
156841,45,25,2,F,Married,6,P,301.8893886
135025,54,33,2,M,Married,12,P,339.1419475
156786,17,0,2,F,Married,12,P,206.3304124
178879,70,52,2,F,Single,14,P,20.06833059
115905,24,7,2,F,Married,2,D,654.1892676
166139,63,46,2,F,Married,12,P,127.8806096
151723,51,32,2,F,Single,11,P,349.0996117
161785,61,43,2,M,Married,3,P,471.323236
100471,58,37,2,F,Single,5,P,406.7311102
190502,19,2,2,F,Married,11,P,198.1871239
126976,17,0,2,F,Married,14,P,193.4207041
100647,16,0,2,F,Single,13,P,481.335332
154758,17,0,2,M,Married,12,P,276.122448
137894,23,5,2,M,Married,9,D,576.2774754
118524,19,2,2,M,Single,12,D,1207.007954
116660,37,20,2,M,Married,3,P,423.0475688
181279,39,22,2,F,Single,6,P,366.0566454
144598,22,3,2,F,Married,9,P,337.168717
133968,26,9,2,F,Married,5,P,382.2884571
166748,47,27,2,F,Married,9,P,320.1014266
116806,35,14,2,F,Single,5,D,775.0018095
127584,42,23,2,M,Married,1,D,640.791076
161015,60,39,2,F,Single,14,P,165.0434016
157560,61,40,2,M,Married,10,P,94.32144577
176667,22,3,2,F,Single,5,D,872.2668873
182567,16,0,2,F,Single,12,D,571.7196568
152681,55,38,2,F,Married,5,D,560.2024583
156704,65,45,2,F,Single,6,P,84.04450836
176917,49,29,2,F,Married,15,P,161.0206519
148262,22,5,2,F,Single,14,D,535.4361195
197445,66,48,2,M,Single,1,P,71.04885364
170069,64,44,2,M,Married,6,P,319.0044147
153050,19,1,2,F,Single,1,D,734.5382363
149404,23,5,2,M,Married,8,P,424.7652212
165527,23,4,2,F,Single,12,P,384.884809
182326,61,40,2,M,Married,14,P,34.36715649
121238,42,23,2,M,Single,2,D,797.3170676
196114,64,44,2,M,Single,9,P,469.8507048
132371,63,43,2,F,Married,11,P,99.96692428
141510,24,5,2,F,Single,3,D,588.8563028
105960,20,3,2,F,Single,12,D,598.6210114
166770,63,46,2,M,Single,0,D,842.7744806
119447,18,0,2,F,Single,15,P,374.4713792
119006,39,19,2,F,Married,15,P,300.7346324
122194,16,0,2,M,Single,13,D,695.3534376
176859,70,50,2,M,Single,7,P,61.39327511
101304,33,12,2,F,Married,9,P,322.1399486
112100,39,18,2,F,Single,1,D,880.3158034
191220,26,6,2,M,Single,11,P,209.4683176
191111,60,39,2,M,Married,14,P,115.7533082
108447,22,5,2,F,Married,10,P,390.7031895
144431,25,6,2,F,Married,1,P,484.5439984
114134,23,5,2,F,Married,12,P,299.3018475
153974,29,11,2,M,Single,6,P,429.9656904
168682,66,48,2,M,Single,7,P,157.7540557
177393,42,25,2,F,Single,7,P,365.6788645
161544,28,8,2,M,Single,9,P,480.7857976
120200,38,20,2,F,Married,15,P,352.5064648
133635,38,18,2,F,Married,13,P,144.07381
128006,29,8,2,M,Married,7,P,368.1771031
118493,61,41,2,F,Single,4,P,497.5727228
172030,17,0,2,F,Single,11,D,655.613048
115139,18,0,2,M,Married,10,P,469.1917795
127089,40,21,2,M,Single,15,P,428.6185743
158680,58,40,2,F,Single,13,P,343.342176
151406,18,0,2,M,Married,13,D,665.3737691
107195,20,2,2,F,Single,8,D,525.5917164
159319,24,6,2,F,Single,14,P,495.9313333
137250,61,44,2,F,Single,10,P,268.5666419
126506,24,7,2,M,Married,11,D,673.7799104
163510,57,38,2,M,Single,10,D,504.3286737
133507,59,38,2,F,Married,6,P,315.5270639
141133,47,29,2,M,Married,9,P,387.4795441
189812,56,35,2,M,Single,7,P,438.0103504
147113,64,45,2,F,Single,11,P,149.2965848
153859,67,50,2,F,Single,13,P,88.36932498
110207,25,8,2,M,Married,10,D,537.1319403
122307,22,3,2,F,Married,15,P,166.1769046
176932,57,39,2,F,Single,3,D,615.6461146
165410,21,2,2,F,Married,3,D,837.216986
107981,32,14,2,F,Single,1,D,562.2045212
151503,24,7,2,M,Single,13,D,551.4259978
139639,66,47,2,M,Married,4,P,276.3640713
130522,20,3,2,F,Single,15,D,820.7664852
195537,70,51,2,F,Married,12,P,144.5022633
122762,21,4,2,F,Married,15,P,272.4149126
189548,64,43,2,F,Married,6,P,34.56669768
117119,54,34,2,M,Single,0,D,722.6879625
118768,69,52,2,F,Married,6,P,117.5886176
143224,16,0,2,M,Married,12,P,282.1225824
157831,36,19,2,F,Single,0,D,834.4249675
164683,49,29,2,M,Single,2,D,605.113279
131576,32,13,2,F,Married,8,P,322.6367008
196398,62,41,2,M,Single,11,P,114.4745013
143659,68,51,2,M,Married,13,P,248.1590625
158472,67,47,2,F,Married,6,P,30.4361475
120939,69,48,2,F,Single,10,P,238.5960917
129139,23,4,2,F,Married,12,P,263.9431562
146192,53,35,2,F,Single,7,P,498.2544249
107757,21,3,2,F,Single,12,D,627.3027977
155171,33,15,2,M,Single,1,D,865.3294783
153916,22,5,2,F,Married,15,P,458.8803812
155334,65,47,2,M,Married,9,P,124.9805569
156509,46,27,2,M,Married,11,P,243.3636502
120604,46,29,2,F,Married,10,P,311.0704893
134674,21,2,2,F,Single,10,D,741.6500184
118706,62,41,2,M,Single,10,P,345.7139435
149446,21,3,2,F,Single,6,P,399.5469783
118623,64,44,2,F,Single,4,P,288.6478358
177515,43,23,2,F,Married,6,P,326.7579322
122484,28,8,2,F,Single,2,P,429.7236818
100094,65,48,2,M,Married,6,P,107.9557709
115013,53,36,2,M,Single,9,P,458.4681505
177328,69,52,2,M,Married,10,P,199.9784707
148703,48,29,2,F,Married,2,D,607.126919
185682,19,0,2,M,Married,14,P,299.3878756
171414,60,41,2,F,Married,12,P,18.87214094
130143,41,21,2,F,Married,3,D,627.2721496
158690,44,26,2,M,Married,15,P,117.5247355
134652,17,0,2,M,Married,9,D,543.7158302
177949,29,11,2,M,Single,2,D,596.1340755
185447,27,6,2,F,Married,10,P,308.5647245
170210,64,44,2,F,Single,11,P,34.92223883
185134,16,0,2,F,Married,14,P,247.1279121
158163,65,44,2,M,Married,12,P,193.5785778
179633,55,34,2,F,Married,13,P,263.0665303
166365,28,11,2,F,Single,13,P,358.2237357
161573,24,7,2,F,Married,10,P,347.2159474
164101,34,13,2,F,Single,1,D,542.7039232
129947,62,43,2,M,Married,0,P,154.3180839
188246,35,16,2,F,Married,8,P,370.9385613
194063,67,46,2,M,Married,11,P,125.7203764
190934,20,3,2,F,Married,14,P,145.380928
190026,20,1,2,M,Single,3,D,3462
135045,52,32,2,F,Married,3,D,591.5503428
189085,44,24,2,F,Single,3,D,630.3165834
182547,16,0,2,F,Single,15,P,229.1935947
158330,32,14,2,M,Single,14,P,242.76391
188725,67,46,2,F,Married,14,P,47.05114417
161914,19,0,2,F,Single,11,D,594.4983221
186995,70,52,2,F,Single,13,P,15.35319666
105979,56,38,2,M,Single,2,D,565.9103367
162797,25,8,2,F,Single,13,P,350.5601193
149191,61,44,2,F,Single,10,P,298.4618592
186379,42,24,2,F,Single,13,P,176.9334845
126078,26,7,2,M,Single,8,P,463.8537185
157804,69,51,2,F,Married,3,P,109.3434997
136504,17,0,2,F,Married,15,P,98.00493411
141554,61,40,2,F,Married,1,P,172.3572205
115199,47,29,2,F,Married,13,P,143.7807696
183979,16,0,2,M,Married,11,P,317.5033725
198681,19,2,2,M,Married,11,P,215.5797122
180991,70,49,2,F,Single,13,P,109.0816165
157423,25,7,2,M,Married,8,P,442.7372903
139580,19,0,2,F,Married,12,P,497.3690476
125623,17,0,2,F,Married,12,P,205.6203524
129821,21,2,2,M,Single,13,P,258.9005436
155538,58,41,2,M,Married,3,D,626.1478938
197113,46,28,2,F,Married,7,P,339.3509979
166615,64,43,2,M,Single,13,P,157.6960164
155271,66,45,2,M,Single,14,P,364.0053791
162636,17,0,2,M,Married,15,P,421.5276772
106000,35,17,2,F,Married,6,P,352.9391772
107011,16,0,2,F,Single,6,D,884.8413585
117148,28,11,2,F,Married,9,P,285.2523626
109523,19,2,2,M,Single,14,D,689.154748
134080,29,8,2,F,Married,4,D,533.3330744
174624,70,52,2,M,Married,10,P,151.2817751
148106,34,14,2,F,Married,15,P,317.4409122
117351,46,25,2,F,Married,5,D,624.8275414
156221,20,3,2,M,Single,13,P,376.2787735
179804,36,15,2,M,Single,10,P,447.2300541
157654,70,53,2,F,Married,4,P,36.43109953
170137,18,0,2,M,Single,15,P,236.0549354
144259,67,50,2,F,Single,5,P,62.35947994
184100,59,40,2,M,Single,8,P,419.3886548
190433,19,1,2,F,Married,15,P,137.4678068
113175,67,46,2,F,Single,13,P,323.9683907
154652,50,29,2,F,Single,7,P,410.4866322
166282,69,50,2,F,Married,3,P,141.8314831
144597,16,0,2,M,Married,12,P,414.5709368
155038,22,4,2,M,Married,7,P,445.7715681
107639,47,28,2,M,Married,9,P,336.6691002
129160,54,34,2,M,Married,1,D,787.9457959
105156,61,43,2,M,Single,0,P,178.7270613
163688,68,49,2,M,Married,8,P,108.3790936
111176,50,33,2,M,Married,3,D,583.4451347
196869,44,27,2,F,Married,0,P,381.557682
111279,66,49,2,M,Single,14,P,37.11762558
104536,61,43,2,F,Married,8,P,274.702862
182908,33,12,2,F,Single,7,P,353.2495832
146674,62,44,2,M,Married,10,P,39.60422258
141220,54,35,2,M,Married,15,P,228.9247941
131455,68,47,2,M,Married,11,P,102.9205046
180500,70,50,2,F,Married,11,P,15.95334825
113556,38,21,2,F,Married,10,P,391.6733379
175813,55,35,2,M,Single,14,P,374.1490041
163089,40,20,2,M,Married,10,P,419.155267
151790,40,20,2,M,Married,13,P,223.0110434
111550,61,44,2,M,Married,10,P,53.73608936
186745,37,19,2,M,Single,5,D,666.5898635
161232,57,39,2,M,Single,10,D,551.4158376
132954,21,3,2,F,Married,13,P,326.7531806
172385,67,50,2,M,Married,1,P,241.2812083
153469,52,35,2,M,Single,9,P,491.5015654
107638,62,42,2,M,Married,7,P,71.88830779
184354,40,23,2,M,Single,12,P,466.4680783
134418,70,49,2,F,Married,4,P,170.8973382
174843,70,51,2,F,Single,8,P,70.5900955
169513,41,23,2,F,Married,11,P,236.3888221
135712,60,40,2,F,Single,14,P,304.6880075
153842,68,51,2,F,Single,7,P,85.73583983
179032,67,50,2,M,Married,1,P,160.5817889
183896,59,42,2,F,Single,14,P,338.2666757
186576,20,2,2,M,Single,10,D,672.6785805
165660,22,4,2,F,Single,6,D,560.9708858
110533,61,43,2,F,Single,10,P,215.1046013
167013,54,37,2,F,Married,12,P,264.5751093
106099,66,49,2,F,Married,5,P,231.9684781
139396,31,11,2,F,Single,15,P,201.3067102
145441,56,38,2,M,Married,7,P,366.2171734
173200,35,18,2,M,Single,15,P,167.6070249
124081,62,45,2,F,Married,5,P,477.0693649
157657,70,52,2,F,Married,13,P,200.6360384
178127,53,36,2,M,Married,9,P,385.8222053
171246,31,13,2,F,Single,11,P,409.157673
145615,23,4,2,M,Married,12,D,627.2246947
117760,62,42,2,F,Single,3,P,420.9783021
166179,26,9,2,M,Single,6,P,486.5580131
163589,50,31,2,M,Married,11,P,191.4045912
191530,53,32,2,F,Married,5,D,617.772548
154175,17,0,2,M,Single,11,P,324.5750725
192640,60,42,2,F,Single,8,P,40.57228227
179754,21,2,2,F,Married,14,P,383.1051406
118544,58,41,2,M,Single,12,P,290.8615744
107940,69,48,2,M,Married,2,P,64.72794527
165057,32,12,2,M,Married,14,P,180.7486757
179573,51,31,2,F,Married,3,D,510.472611
102006,24,5,2,M,Single,10,D,745.2238905
195900,23,4,2,F,Married,11,P,210.6583084
175888,18,0,2,F,Single,11,D,562.6110667
128818,23,5,2,M,Single,11,D,812.7566703
132619,29,12,2,F,Married,8,P,308.1962701
126919,41,23,2,M,Single,13,P,329.4684763
169431,20,1,2,M,Single,11,D,704.2772453
125320,45,26,2,M,Single,13,P,417.1290961
188388,67,50,2,F,Married,11,P,106.756089
157327,65,45,2,F,Married,9,P,34.16824007
114199,35,16,2,F,Single,9,P,325.5331817
168941,36,17,2,F,Married,13,P,320.8155551
120599,24,7,2,F,Married,14,P,385.23888
136647,18,0,2,F,Married,14,P,331.3291491
160839,51,32,2,F,Single,9,P,405.3250515
132110,23,4,2,M,Single,15,D,819.5266661
130198,39,19,2,F,Married,0,P,288.9363679
127183,67,46,2,F,Single,14,P,66.7865407
122621,29,10,2,M,Married,12,P,156.545439
150203,54,34,2,F,Married,11,P,351.6777248
103790,26,6,2,M,Married,6,P,393.4216658
118321,25,7,2,M,Married,14,P,457.672818
141504,49,28,2,M,Married,14,P,381.410906
193733,59,40,2,M,Married,7,P,394.3574183
176575,21,3,2,M,Single,15,D,638.2598637
123383,42,23,2,M,Married,11,P,258.4579809
133587,51,31,2,F,Single,5,D,613.5126653
186771,65,47,2,M,Single,7,P,109.1803572
163469,28,8,2,M,Single,3,D,549.5779838
125000,69,51,2,F,Married,7,P,135.1706324
167718,36,16,2,M,Single,4,D,663.29509
140438,24,5,2,M,Single,13,P,339.441453
133604,70,51,2,F,Married,1,P,59.95154582
133690,53,36,2,F,Married,7,P,305.0790016
162269,61,44,2,F,Single,6,P,446.9026627
107487,61,44,2,F,Married,9,P,201.3620415
135944,60,39,2,F,Single,7,P,39.218085
104070,17,0,2,M,Married,13,P,306.8533105
188873,16,0,2,M,Married,8,D,767.522167
195928,69,49,2,M,Married,7,P,186.3223813
198962,34,13,2,F,Married,0,P,311.7754509
130222,58,37,2,F,Married,6,P,314.0996953
156402,21,3,2,F,Single,3,D,526.4446386
176415,64,47,2,F,Single,15,P,188.4492252
158545,69,48,2,M,Single,7,P,371.2506915
160455,63,42,2,M,Married,6,P,167.7456981
176805,49,32,2,M,Single,10,P,490.9612311
107847,51,31,2,M,Married,0,P,385.2405668
102878,70,49,2,F,Married,15,P,181.4338152
185142,23,4,2,M,Single,5,D,1555.438202
134152,39,20,2,F,Married,8,P,345.3943365
171611,28,10,2,F,Married,10,P,306.1515312
119061,21,2,2,F,Married,4,P,282.1805458
167948,49,29,2,F,Single,14,P,187.4045156
173426,28,8,2,M,Married,3,D,506.9298049
115899,18,0,2,M,Single,3,D,1481.046017
175941,39,18,2,M,Married,13,P,193.9831886
139817,16,0,2,M,Single,12,D,944.5853351
179608,66,46,2,F,Single,6,P,218.8142042
134402,31,12,2,M,Married,11,P,402.6617444
155600,29,8,2,F,Single,9,P,313.2083114
168515,16,0,2,F,Single,12,P,259.7144582
159207,36,17,2,M,Married,6,P,378.7564551
132245,54,35,2,M,Married,10,P,324.9784715
172921,24,7,2,F,Single,12,P,238.8361649
132218,63,42,2,F,Single,14,P,229.4940513
168735,24,5,2,F,Married,12,P,292.2321227
157592,16,0,2,M,Married,13,D,651.4406586
126180,29,10,2,F,Single,0,D,621.6363332
151715,17,0,2,M,Married,3,D,823.7885094
103382,20,1,2,F,Married,15,P,116.4235412
143279,64,47,2,F,Single,7,P,248.8582016
123788,25,6,2,F,Married,8,P,449.2381392
115748,70,53,2,M,Single,6,P,398.7210364
103669,54,35,2,M,Single,1,P,436.2093066
171682,17,0,2,F,Single,11,D,625.5870582
193842,68,50,2,F,Single,10,P,377.0163973
121786,18,0,2,M,Single,15,D,623.9346676
199916,36,16,2,F,Single,1,D,586.5780957
101350,67,50,2,M,Single,9,P,210.0136448
105618,18,0,2,M,Married,9,D,647.851471
180071,20,2,2,F,Married,12,P,248.0012105
145565,18,1,2,M,Single,3,D,1555.052888
130124,59,41,2,M,Single,14,P,452.8011333
114991,36,19,2,F,Married,6,P,361.4984098
158771,24,6,2,F,Married,15,P,251.7436492
146548,17,0,2,M,Single,14,P,213.2513253
129885,64,45,2,M,Single,9,P,45.5612943
193336,48,27,2,F,Single,7,P,425.5806709
162861,68,50,2,F,Single,14,P,57.32931261
164933,17,0,2,M,Single,12,D,543.916028
199853,16,0,2,F,Married,11,P,465.852799
148338,66,48,2,F,Married,9,P,279.9183728
168122,16,0,2,F,Married,6,P,256.7210287
193819,42,24,2,F,Single,9,P,381.0444737
133367,17,0,2,M,Married,12,P,211.9856302
128381,31,11,2,F,Single,9,P,363.8792246
140768,19,1,2,F,Single,11,P,325.4653116
180898,54,33,2,M,Married,12,P,252.1813357
140016,45,27,2,F,Single,4,D,600.7819651
145490,50,29,2,F,Single,8,P,427.7290944
166533,18,0,2,M,Married,14,D,668.3636007
172068,33,14,2,F,Married,6,P,341.567577
189719,37,20,2,F,Married,9,P,339.0855567
191006,59,41,2,F,Married,7,P,321.3799122
190943,61,44,2,M,Single,11,P,103.2168077
152440,70,49,2,F,Married,5,P,68.16716855
160027,25,6,2,F,Married,13,P,228.5841335
196570,54,33,2,M,Single,13,P,376.6252068
122191,55,34,2,F,Single,13,P,250.9543018
104751,54,36,2,M,Single,14,P,284.6947686
107276,43,25,2,M,Single,10,P,416.602557
195724,50,33,2,M,Married,15,P,294.5488726
106673,57,36,2,M,Married,6,P,373.5484093
116475,25,6,2,F,Single,12,D,597.4473589
152927,49,28,2,M,Married,10,P,343.4731297
125573,48,27,2,M,Married,10,P,389.5266353
100174,23,5,2,F,Single,14,P,263.7207796
130896,51,32,2,M,Married,9,P,342.4155532
120879,17,0,2,F,Single,11,D,807.2224591
105434,25,7,2,F,Single,4,D,735.9151019
181356,20,1,2,F,Married,11,P,227.9283072
167095,51,31,2,M,Married,3,D,634.6816208
179669,23,6,2,M,Married,12,P,331.2204708
172312,16,0,2,F,Married,13,P,249.4198391
166669,36,16,2,F,Married,4,P,471.424518
137693,21,3,2,M,Married,6,P,484.6149446
161733,21,4,2,M,Single,3,D,804.7640707
148145,22,4,2,F,Single,11,P,467.1744391
171418,22,4,2,M,Single,14,D,909.7139133
124052,65,47,2,F,Married,6,P,118.7481336
176412,45,28,2,M,Single,13,P,435.4216584
178621,64,44,2,M,Married,9,P,103.2539105
129428,45,26,2,F,Single,6,P,442.0024723
126210,62,41,2,F,Single,10,P,73.50576102
177612,26,5,2,M,Single,3,D,620.9459254
197354,62,45,2,M,Married,9,P,180.6887643
129952,37,17,2,M,Single,13,P,451.39195
147466,47,29,2,F,Married,9,P,324.6189544
159023,33,14,2,F,Married,12,P,293.7842
164065,25,8,2,F,Married,11,P,353.8385538
153850,18,0,2,M,Married,7,D,617.2558574
131739,43,23,2,F,Single,1,P,494.6508114
180189,22,4,2,M,Single,12,D,748.3427857
180042,39,20,2,F,Married,12,P,156.9707169
138790,66,45,2,M,Married,15,P,93.98528936
117985,18,0,2,M,Single,14,D,643.8830466
124859,16,0,2,F,Married,7,P,443.7048512
135180,23,6,2,F,Single,7,P,440.9578964
129464,19,1,2,M,Single,15,P,354.3986786
120439,32,13,2,M,Single,4,D,503.5517722
101288,57,40,2,M,Married,13,P,357.3194131
193981,64,45,2,M,Married,15,P,61.02612944
132958,18,0,2,F,Married,13,P,155.371894
149229,25,6,2,F,Single,15,P,314.4390289
105919,70,51,2,M,Married,13,P,190.5913758
146771,51,30,2,M,Married,9,P,390.3393024
155407,30,13,2,M,Married,11,P,285.3522292
121508,21,4,2,M,Married,14,P,448.0424916
181868,37,19,2,F,Single,9,P,367.3292173
127032,22,4,2,F,Single,11,P,360.8423963
111507,47,27,2,F,Single,10,P,410.7671135
134245,22,5,2,F,Married,13,P,168.0063452
122916,20,3,2,F,Single,10,D,524.2636061
129060,63,45,2,M,Married,10,P,130.4559443
185606,69,49,2,F,Single,10,P,302.1412162
100710,23,6,2,F,Married,7,P,310.2142008
192464,36,15,2,F,Married,8,P,310.4836679
128479,59,39,2,F,Single,3,D,751.4537726
102838,65,44,2,F,Single,9,P,195.119902
186464,39,19,2,M,Single,0,D,835.8613877
134071,55,38,2,F,Married,10,P,351.5892955
106544,65,46,2,F,Married,7,P,31.93228812
138708,50,31,2,M,Single,2,D,710.872881
128826,62,44,2,M,Married,6,P,129.3390843
150354,17,0,2,M,Married,14,P,193.0424347
149081,22,5,2,F,Married,15,P,440.5414769
147112,18,0,2,M,Married,10,D,590.7316221
149545,19,0,2,M,Single,9,D,622.6425648
199365,18,0,2,F,Single,12,P,439.6833242
111995,29,12,2,M,Single,4,D,582.957999
145440,25,6,2,M,Single,0,D,1204.281553
183366,25,8,2,M,Single,11,D,1200.47256
150533,16,0,2,M,Single,11,D,615.1075981
193020,49,29,2,F,Single,1,D,508.6189206
185901,38,21,2,M,Married,10,P,383.5138009
142640,31,14,2,M,Single,8,D,543.8830552
128601,26,6,2,M,Married,11,P,201.4621834
155201,25,6,2,F,Single,0,D,772.6737478
153042,49,28,2,F,Married,10,P,335.493889
171705,29,12,2,M,Married,3,D,515.4020847
180073,30,11,2,M,Single,10,P,452.3283936
134352,46,29,2,M,Married,6,P,364.1707624
188859,20,3,2,F,Single,13,D,593.249595
134836,23,6,2,M,Single,11,P,280.5738406
137648,24,7,2,F,Married,12,P,389.967096
133149,70,52,2,M,Single,12,P,44.22971624
137402,64,46,2,F,Married,6,P,139.3373677
175928,59,40,2,M,Single,1,D,641.8233901
187734,17,0,2,F,Married,11,P,250.4820965
193428,36,15,2,F,Single,11,P,310.4054126
112351,23,4,2,F,Married,12,P,184.7622965
120834,25,6,2,F,Single,13,P,260.5924515
162743,57,36,2,F,Married,15,P,176.084205
196877,22,3,2,M,Single,13,D,663.7236283
158910,19,1,2,M,Married,9,P,445.4787861
116897,47,27,2,F,Single,15,P,366.9579826
189856,16,0,2,M,Single,6,D,1107.401753
105327,48,30,2,M,Single,14,P,243.2859844
180307,60,40,2,F,Married,13,P,155.1971736
194379,38,18,2,F,Married,7,P,347.8272596
143613,63,45,2,M,Single,15,P,303.3502155
143345,55,34,2,M,Single,7,P,475.419257
188093,66,47,2,M,Married,12,P,250.1021146
198489,27,6,2,M,Married,10,P,383.4595893
188418,32,11,2,F,Married,9,P,327.5293142
158867,48,29,2,F,Married,0,D,532.1842989
181126,25,6,2,M,Single,14,D,731.4462962
136812,68,51,2,F,Married,3,P,475.4555198
182243,47,27,2,M,Married,0,D,625.28844
171964,18,0,2,M,Single,15,D,702.236446
197611,19,2,2,M,Single,11,D,684.837681
161803,70,51,2,M,Married,2,P,153.182301
112958,39,20,2,F,Married,15,P,257.7862464
187652,27,9,2,F,Single,14,P,305.2494871
190731,62,43,2,M,Single,7,P,136.2646741
114239,23,6,2,F,Married,14,P,165.4759298
127614,54,34,2,F,Married,9,P,302.5911553
177727,61,40,2,M,Single,11,P,198.66967
102395,61,44,2,M,Single,13,P,230.9838027
133167,62,41,2,F,Single,1,D,624.0649187
188681,16,0,2,M,Single,11,D,644.6991757
138576,69,48,2,F,Married,2,P,161.6239766
143187,36,18,2,M,Married,2,P,406.7601439
161734,38,18,2,F,Single,15,P,189.9247473
148130,19,1,2,M,Married,8,D,664.6908227
148560,16,0,2,M,Single,6,D,895.8225724
143297,24,5,2,M,Married,11,P,189.6282815
185739,45,26,2,M,Married,3,D,551.2472252
172968,31,14,2,F,Married,5,D,637.2550518
160240,68,51,2,F,Married,15,P,55.03064026
102121,25,7,2,F,Single,13,P,282.1028252
171301,16,0,2,M,Married,9,D,540.9575032
137377,18,1,2,F,Single,12,P,486.5719053
