Hhid,loyalty,preferred_store_format,lifestyle,gender
1487551,Very Frequent Shoppers,Very Large Stores,Low Affluent Customers,F
1487741,No longer Shopping,Large Stores,NA,M
1487891,Very Frequent Shoppers,Large Stores,Very Affluent Customers,F
1487931,Very Frequent Shoppers,Large Stores,Middle Class,F
1488141,Very Frequent Shoppers,Large Stores,Low Affluent Customers,F
1488291,Occasional Shoppers,Others,Low Affluent Customers,F
1488331,Very Frequent Shoppers,Large Stores,Very Affluent Customers,F
1488711,No longer Shopping,Very Large Stores,Low Affluent Customers,F
1488861,Very Frequent Shoppers,Large Stores,Low Affluent Customers,F
1488901,Occasional Shoppers,Others,Middle Class,F
1489071,Very Frequent Shoppers,Large Stores,Very Affluent Customers,M
1489261,Very Frequent Shoppers,Large Stores,Very Affluent Customers,F
1489301,Very Frequent Shoppers,Large Stores,Middle Class,F
1489451,Very Frequent Shoppers,Large Stores,Middle Class,F
1489791,Occasional Shoppers,Large Stores,Very Affluent Customers,F
1489831,Very Frequent Shoppers,Large Stores,Very Affluent Customers,F
1489981,Very Frequent Shoppers,Large Stores,Middle Class,F
1490051,Occasional Shoppers,Mom and Pop Stores,Middle Class,F
1490241,Very Frequent Shoppers,Large Stores,Middle Class,F
1490581,Occasional Shoppers,Large Stores,Middle Class,M
1490621,Very Frequent Shoppers,Large Stores,Middle Class,F
1490961,Very Frequent Shoppers,Very Large Stores,Low Affluent Customers,F
1491171,Very Frequent Shoppers,Very Large Stores,Low Affluent Customers,F
1491211,Occasional Shoppers,Small Stores,Very Affluent Customers,F
1491741,Occasional Shoppers,Mom and Pop Stores,Very Affluent Customers,F
1491891,Lapsing Shoppers,Large Stores,Very Affluent Customers,F
1492141,Very Frequent Shoppers,Very Large Stores,Middle Class,F
1492331,Very Frequent Shoppers,Large Stores,Middle Class,F
1492711,Occasional Shoppers,Mom and Pop Stores,Very Affluent Customers,M
1492901,Very Frequent Shoppers,Very Large Stores,Middle Class,F
1493071,Very Frequent Shoppers,Large Stores,Low Affluent Customers,F
1493261,Occasional Shoppers,Small Stores,NA,F
1493301,Very Frequent Shoppers,Large Stores,Very Affluent Customers,F
1493831,Occasional Shoppers,Very Large Stores,Low Affluent Customers,M
1494191,Occasional Shoppers,Large Stores,Middle Class,F
1494231,Lapsing Shoppers,Small Stores,Middle Class,F
1494571,Occasional Shoppers,Large Stores,Middle Class,F
1494611,Very Frequent Shoppers,Very Large Stores,Very Affluent Customers,F
1494801,Very Frequent Shoppers,Very Large Stores,Very Affluent Customers,F
1495201,No longer Shopping,Very Large Stores,Middle Class,F
1495351,Very Frequent Shoppers,Very Large Stores,Middle Class,F
1495691,Occasional Shoppers,Mom and Pop Stores,Middle Class,F
1495731,Very Frequent Shoppers,Very Large Stores,Low Affluent Customers,F
1495921,Very Frequent Shoppers,Very Large Stores,Very Affluent Customers,F
1496131,Occasional Shoppers,Small Stores,Middle Class,F
1496281,Very Frequent Shoppers,Very Large Stores,Low Affluent Customers,F
1496321,Occasional Shoppers,Very Large Stores,Low Affluent Customers,F
1496471,Very Frequent Shoppers,Very Large Stores,Middle Class,F
1496661,Very Frequent Shoppers,Very Large Stores,Middle Class,F
1496701,No longer Shopping,Very Large Stores,Very Affluent Customers,F
1497061,Occasional Shoppers,Mom and Pop Stores,Very Affluent Customers,F
1497591,Very Frequent Shoppers,Large Stores,Low Affluent Customers,F
1497631,Very Frequent Shoppers,Large Stores,Very Affluent Customers,F
1498031,Occasional Shoppers,Others,Middle Class,F
1498181,No longer Shopping,Small Stores,Middle Class,F
1498221,Very Frequent Shoppers,Large Stores,Low Affluent Customers,M
1498371,Occasional Shoppers,Large Stores,Middle Class,M
1498411,Very Frequent Shoppers,Large Stores,Very Affluent Customers,F
1498601,Occasional Shoppers,Large Stores,Low Affluent Customers,M
1498751,Very Frequent Shoppers,Very Large Stores,Middle Class,F
1498941,Very Frequent Shoppers,Very Large Stores,Low Affluent Customers,F
1499001,Occasional Shoppers,Very Large Stores,Low Affluent Customers,F
1499341,Very Frequent Shoppers,Very Large Stores,Very Affluent Customers,F
1499491,No longer Shopping,Large Stores,Low Affluent Customers,F
1499531,Occasional Shoppers,Large Stores,Low Affluent Customers,F
1499681,Very Frequent Shoppers,Very Large Stores,Middle Class,F
1499911,Very Frequent Shoppers,Very Large Stores,Low Affluent Customers,F
1500041,Very Frequent Shoppers,Very Large Stores,Middle Class,F
1500191,Very Frequent Shoppers,Large Stores,Middle Class,F
1500231,Very Frequent Shoppers,Large Stores,Very Affluent Customers,F
1500381,Occasional Shoppers,Large Stores,Middle Class,F
1500421,Very Frequent Shoppers,Large Stores,Low Affluent Customers,F
1500571,Occasional Shoppers,Large Stores,Very Affluent Customers,M
1500611,Very Frequent Shoppers,Large Stores,Middle Class,M
1500761,Lapsing Shoppers,Large Stores,Middle Class,F
1500801,Very Frequent Shoppers,Large Stores,Middle Class,F
1501011,Occasional Shoppers,Mom and Pop Stores,Middle Class,F
1501201,Occasional Shoppers,Others,Low Affluent Customers,M
1501731,Very Frequent Shoppers,Large Stores,Low Affluent Customers,F
1501881,Very Frequent Shoppers,Large Stores,Very Affluent Customers,F
1501921,No longer Shopping,Large Stores,Very Affluent Customers,F
1502091,Very Frequent Shoppers,Large Stores,Middle Class,F
1502131,Very Frequent Shoppers,Large Stores,Low Affluent Customers,F
1502281,Occasional Shoppers,Small Stores,Very Affluent Customers,F
1502321,No longer Shopping,NA,NA,NA
1502471,Occasional Shoppers,Small Stores,Very Affluent Customers,F
1502661,Very Frequent Shoppers,Very Large Stores,Low Affluent Customers,F
1502701,Occasional Shoppers,Others,Low Affluent Customers,M
1502851,Very Frequent Shoppers,Very Large Stores,Very Affluent Customers,M
1503061,Occasional Shoppers,Very Large Stores,Low Affluent Customers,F
1503251,Very Frequent Shoppers,Very Large Stores,Very Affluent Customers,F
1503441,Very Frequent Shoppers,Very Large Stores,Middle Class,F
1503591,Occasional Shoppers,Very Large Stores,Low Affluent Customers,F
1503781,Very Frequent Shoppers,Very Large Stores,Very Affluent Customers,F
1504221,Very Frequent Shoppers,Small Stores,Very Affluent Customers,F
1504371,Very Frequent Shoppers,Very Large Stores,Middle Class,F
1504601,Occasional Shoppers,Large Stores,Very Affluent Customers,M
1504941,Very Frequent Shoppers,Large Stores,Low Affluent Customers,F
1505001,Very Frequent Shoppers,Very Large Stores,Low Affluent Customers,F
1505491,Very Frequent Shoppers,Large Stores,Middle Class,F
1505531,Very Frequent Shoppers,Large Stores,Low Affluent Customers,M
1505681,Very Frequent Shoppers,Very Large Stores,Low Affluent Customers,F
1505721,Very Frequent Shoppers,Large Stores,Very Affluent Customers,F
1505871,Very Frequent Shoppers,Large Stores,Low Affluent Customers,M
1506081,Very Frequent Shoppers,Very Large Stores,Low Affluent Customers,F
1506121,No longer Shopping,Large Stores,Middle Class,M
1506271,Occasional Shoppers,Very Large Stores,Low Affluent Customers,F
1506651,Very Frequent Shoppers,Very Large Stores,Very Affluent Customers,F
1506841,Very Frequent Shoppers,Very Large Stores,Low Affluent Customers,F
1507241,Very Frequent Shoppers,Very Large Stores,Middle Class,F
1507391,No longer Shopping,Very Large Stores,Low Affluent Customers,F
1507431,Very Frequent Shoppers,Very Large Stores,Very Affluent Customers,F
1507621,No longer Shopping,Large Stores,Middle Class,F
1508021,No longer Shopping,Others,Low Affluent Customers,M
1508891,Very Frequent Shoppers,Very Large Stores,Very Affluent Customers,F
1509671,Occasional Shoppers,Very Large Stores,NA,F
1509861,Occasional Shoppers,Very Large Stores,Low Affluent Customers,F
1510081,Very Frequent Shoppers,Large Stores,Low Affluent Customers,F
1510271,Very Frequent Shoppers,Large Stores,Middle Class,F
1510311,Occasional Shoppers,Others,Middle Class,F
1511241,Occasional Shoppers,Very Large Stores,NA,F
1511391,Occasional Shoppers,Mom and Pop Stores,Middle Class,F
1511581,Occasional Shoppers,Small Stores,Very Affluent Customers,F
1511621,Very Frequent Shoppers,Large Stores,Low Affluent Customers,F
1511771,Very Frequent Shoppers,Very Large Stores,Very Affluent Customers,F
1511811,No longer Shopping,Others,Low Affluent Customers,F
1511961,Very Frequent Shoppers,Very Large Stores,Low Affluent Customers,F
1512171,Very Frequent Shoppers,Large Stores,Low Affluent Customers,F
1512361,Occasional Shoppers,Large Stores,Very Affluent Customers,F
1512401,Occasional Shoppers,Mom and Pop Stores,Low Affluent Customers,F
1512551,Occasional Shoppers,Mom and Pop Stores,Middle Class,F
1512931,Very Frequent Shoppers,Very Large Stores,Middle Class,F
1513141,Very Frequent Shoppers,Small Stores,Low Affluent Customers,F
1513291,Occasional Shoppers,Others,Middle Class,F
1513331,Occasional Shoppers,Others,Low Affluent Customers,F
1513481,Occasional Shoppers,Small Stores,Middle Class,F
1513521,Very Frequent Shoppers,Very Large Stores,Middle Class,F
1513671,Very Frequent Shoppers,Small Stores,Middle Class,F
1513901,Occasional Shoppers,Very Large Stores,Low Affluent Customers,F
1514071,Occasional Shoppers,Very Large Stores,Very Affluent Customers,F
1514261,Very Frequent Shoppers,Very Large Stores,Very Affluent Customers,F
1514451,Occasional Shoppers,Very Large Stores,Low Affluent Customers,F
1514791,Very Frequent Shoppers,Very Large Stores,Very Affluent Customers,M
1515041,Very Frequent Shoppers,Very Large Stores,Very Affluent Customers,F
1515231,Occasional Shoppers,Small Stores,Low Affluent Customers,F
1515381,Very Frequent Shoppers,Very Large Stores,Very Affluent Customers,M
1515421,Very Frequent Shoppers,Very Large Stores,Low Affluent Customers,M
1515571,Occasional Shoppers,Mom and Pop Stores,Middle Class,F
1515761,Very Frequent Shoppers,Large Stores,Very Affluent Customers,F
1515801,Very Frequent Shoppers,Large Stores,Middle Class,F
1516161,Lapsing Shoppers,Large Stores,Very Affluent Customers,M
1516201,Very Frequent Shoppers,Large Stores,Very Affluent Customers,F
1516351,Very Frequent Shoppers,Large Stores,Very Affluent Customers,F
1516541,Very Frequent Shoppers,Very Large Stores,Low Affluent Customers,M
1516731,Very Frequent Shoppers,Large Stores,Very Affluent Customers,M
1517131,Very Frequent Shoppers,Large Stores,Middle Class,F
1517281,Very Frequent Shoppers,Large Stores,Low Affluent Customers,M
1517321,Occasional Shoppers,Very Large Stores,Middle Class,F
1517471,Very Frequent Shoppers,Large Stores,Middle Class,F
1517661,Very Frequent Shoppers,Large Stores,Very Affluent Customers,M
1518061,Occasional Shoppers,Large Stores,Low Affluent Customers,F
1518101,Occasional Shoppers,Very Large Stores,Low Affluent Customers,F
1518251,Very Frequent Shoppers,Large Stores,Very Affluent Customers,F
1518781,Very Frequent Shoppers,Others,Middle Class,F
1519181,No longer Shopping,Large Stores,Low Affluent Customers,M
1519371,Very Frequent Shoppers,Large Stores,Very Affluent Customers,F
1519601,Very Frequent Shoppers,Large Stores,Middle Class,F
1519751,Very Frequent Shoppers,Large Stores,Very Affluent Customers,F
1519941,Occasional Shoppers,Mom and Pop Stores,Middle Class,F
1520011,Occasional Shoppers,Large Stores,Very Affluent Customers,F
1520161,Occasional Shoppers,Very Large Stores,Low Affluent Customers,M
1520731,Very Frequent Shoppers,Very Large Stores,Very Affluent Customers,F
1520881,No longer Shopping,Very Large Stores,NA,M
1521091,Very Frequent Shoppers,Very Large Stores,Very Affluent Customers,F
1521131,Very Frequent Shoppers,Small Stores,Very Affluent Customers,M
1521321,No longer Shopping,Very Large Stores,Very Affluent Customers,F
1521471,No longer Shopping,Mom and Pop Stores,NA,F
1521511,Occasional Shoppers,Very Large Stores,Middle Class,F
1521661,Occasional Shoppers,Very Large Stores,Low Affluent Customers,M
1521701,Very Frequent Shoppers,Very Large Stores,Middle Class,M
1521851,Occasional Shoppers,Very Large Stores,Low Affluent Customers,M
1522781,No longer Shopping,Very Large Stores,Low Affluent Customers,F
1522821,Occasional Shoppers,Very Large Stores,Very Affluent Customers,F
1523031,No longer Shopping,Large Stores,Very Affluent Customers,F
1523601,Occasional Shoppers,Large Stores,Low Affluent Customers,F
1524001,Very Frequent Shoppers,Large Stores,Middle Class,F
1524491,Occasional Shoppers,Large Stores,Low Affluent Customers,F
1524531,Occasional Shoppers,Very Large Stores,Very Affluent Customers,F
1524681,Very Frequent Shoppers,Very Large Stores,Middle Class,F
1524871,Lapsing Shoppers,Large Stores,Very Affluent Customers,M
1525081,Very Frequent Shoppers,Large Stores,Middle Class,F
1525271,Very Frequent Shoppers,Very Large Stores,Low Affluent Customers,M
1525311,Very Frequent Shoppers,Very Large Stores,Middle Class,F
1526621,Very Frequent Shoppers,Very Large Stores,Very Affluent Customers,M
1526771,Very Frequent Shoppers,Large Stores,Middle Class,F
1526811,Very Frequent Shoppers,Large Stores,Middle Class,F
1526961,Occasional Shoppers,Large Stores,Very Affluent Customers,F
1527021,Lapsing Shoppers,Very Large Stores,Middle Class,M
1527171,Very Frequent Shoppers,Large Stores,Middle Class,F
1527211,Very Frequent Shoppers,Very Large Stores,Very Affluent Customers,F
1527361,Very Frequent Shoppers,Large Stores,Middle Class,M
1527401,Very Frequent Shoppers,Large Stores,Middle Class,F
1527551,Very Frequent Shoppers,Large Stores,Middle Class,F
1527741,Very Frequent Shoppers,Very Large Stores,Low Affluent Customers,F
1528291,Occasional Shoppers,Very Large Stores,Low Affluent Customers,F
1528521,Very Frequent Shoppers,Very Large Stores,Middle Class,F
1528671,Very Frequent Shoppers,Very Large Stores,Low Affluent Customers,F
1528711,Occasional Shoppers,Mom and Pop Stores,Low Affluent Customers,F
1528861,Occasional Shoppers,Large Stores,Very Affluent Customers,M
1528901,Occasional Shoppers,Very Large Stores,Very Affluent Customers,F
1529111,Very Frequent Shoppers,Very Large Stores,Middle Class,F
1530431,Very Frequent Shoppers,Others,Middle Class,F
1530581,Occasional Shoppers,Very Large Stores,Middle Class,M
1530771,No longer Shopping,Others,Middle Class,F
1531021,Occasional Shoppers,Others,Middle Class,F
1532291,No longer Shopping,Mom and Pop Stores,Very Affluent Customers,F
1532331,No longer Shopping,Large Stores,Very Affluent Customers,F
1532481,No longer Shopping,Others,Middle Class,F
1532521,Very Frequent Shoppers,Very Large Stores,Middle Class,F
1532901,Occasional Shoppers,Mom and Pop Stores,Low Affluent Customers,F
1533111,Occasional Shoppers,Very Large Stores,Middle Class,F
1533261,Very Frequent Shoppers,Very Large Stores,Very Affluent Customers,F
1534231,Occasional Shoppers,Very Large Stores,Low Affluent Customers,F
1534381,Very Frequent Shoppers,Large Stores,Very Affluent Customers,F
1534611,Very Frequent Shoppers,Very Large Stores,Low Affluent Customers,F
1534951,Occasional Shoppers,Others,Middle Class,F
1535351,Occasional Shoppers,Very Large Stores,Very Affluent Customers,F
1535691,Occasional Shoppers,Others,Low Affluent Customers,F
1536091,Very Frequent Shoppers,Very Large Stores,Low Affluent Customers,F
1536281,Lapsing Shoppers,Very Large Stores,Middle Class,F
1536471,Occasional Shoppers,Small Stores,Middle Class,F
1536511,Very Frequent Shoppers,Large Stores,Low Affluent Customers,F
1536701,Very Frequent Shoppers,Very Large Stores,Very Affluent Customers,F
1537101,No longer Shopping,Very Large Stores,Middle Class,F
1537251,Very Frequent Shoppers,Very Large Stores,Very Affluent Customers,M
1537631,Occasional Shoppers,Mom and Pop Stores,NA,F
1537971,Very Frequent Shoppers,Large Stores,Low Affluent Customers,M
1538181,No longer Shopping,Others,Very Affluent Customers,F
1538941,Very Frequent Shoppers,Large Stores,Low Affluent Customers,M
1539001,Occasional Shoppers,Others,Very Affluent Customers,F
1539151,Very Frequent Shoppers,Very Large Stores,Very Affluent Customers,F
1539341,Lapsing Shoppers,Mom and Pop Stores,Low Affluent Customers,F
1539531,No longer Shopping,Large Stores,NA,M
1539681,Very Frequent Shoppers,Very Large Stores,Very Affluent Customers,M
1539721,Occasional Shoppers,Very Large Stores,Middle Class,F
